RMSE,MAE,MAPE,MASE,model,variant,window,cutoff,item_id,n
479.5893589203144,368.6277667901256,5.204138481901879,0.30402321425924506,timesfm,xreg_static,1,-3,napa_cabbage_net10kg_mid,3
622.634711982083,529.6621365360716,4.701348051001662,0.3053003450928505,timesfm,xreg_static,1,-3,napa_cabbage_net10kg_premium,3
47.27688103437764,42.38468095607535,4.575713783248126,0.44422239689963766,timesfm,xreg_static,1,-3,onion_kg1_high,3
97.40070765082966,95.64226199727004,19.90103484117202,1.0252540607176117,timesfm,xreg_static,1,-3,onion_kg1_low,3
69.7725439099838,69.76939956849601,9.259464442434007,0.7651352245193775,timesfm,xreg_static,1,-3,onion_kg1_mid,3
49.54259400163183,44.80583992303824,4.2681204697457655,0.3912081488968178,timesfm,xreg_static,1,-3,onion_kg1_premium,3
1385.0066948675105,1046.8153657208707,5.492282271751683,0.20444771048623106,timesfm,xreg_static,1,-3,perilla_leaf_bunch100_high,3
1676.532329064215,1538.9701247564165,14.092279196398817,0.4129158490136681,timesfm,xreg_static,1,-3,perilla_leaf_bunch100_low,3
2283.503841208169,1999.6069776758613,14.004306599616223,0.43869761563035947,timesfm,xreg_static,1,-3,perilla_leaf_bunch100_mid,3
2756.473386862476,2229.363349925705,3.2607870872014466,0.48226502076804334,timesfm,xreg_static,1,-3,potato_sumi_box20kg_high,3
3453.4356053312813,2749.0543245313115,12.450557315720866,0.9710372380342641,timesfm,xreg_static,1,-3,potato_sumi_box20kg_low,3
3636.2972721199385,3188.562140929333,6.958567927378678,0.8207295883629253,timesfm,xreg_static,1,-3,potato_sumi_box20kg_mid,3
7733.362013172132,7235.132834726329,9.549362883585646,1.2131349027044325,timesfm,xreg_static,1,-3,potato_sumi_box20kg_premium,3
1393.5667875128981,1326.3654157525652,16.31622030014427,0.336311312457058,timesfm,xreg_static,1,-3,spinach_box4kg_high,3
1305.4109523616157,1271.8097065634938,30.74232000557625,0.5918824822654445,timesfm,xreg_static,1,-3,spinach_box4kg_low,3
1147.4624452902967,1088.602502318344,16.53525814833158,0.3606011068146797,timesfm,xreg_static,1,-3,spinach_box4kg_mid,3
1366.3045712561327,1247.2113116535609,4.219046241883772,0.4728409846294786,timesfm,xreg_static,1,-3,sweetpotato_box10kg_high,3
582.5113676898517,553.3259098725672,4.7320186849553965,0.34151828998273204,timesfm,xreg_static,1,-3,sweetpotato_box10kg_low,3
350.7837210767438,331.8435941718514,1.5863710803236735,0.15704018051918056,timesfm,xreg_static,1,-3,sweetpotato_box10kg_mid,3
8740.163006901588,7759.073598863317,16.16591530348666,1.771873316905799,timesfm,xreg_static,1,-3,sweetpotato_box10kg_premium,3
14295.322188545351,11725.933291380306,26.29786835354992,1.9714668534970208,timesfm,xreg_static,2,-18,apple_fuji_box10kg_high,3
7227.659481331574,6691.986556134404,23.456448764122907,1.9454260652745194,timesfm,xreg_static,2,-18,apple_fuji_box10kg_low,3
6791.658980851381,5637.601203703372,14.534091978744854,1.2601361095185446,timesfm,xreg_static,2,-18,apple_fuji_box10kg_mid,3
50335.20109951666,49616.28913029425,71.38662473614342,5.201193273154343,timesfm,xreg_static,2,-18,apple_fuji_box10kg_premium,3
2399.9095787404754,1995.383846406141,20.95488784140708,1.3463071886917795,timesfm,xreg_static,2,-18,cabbage_net8kg_high,3
439.80026507774244,313.00414336231717,8.670016758373347,0.3063266629515424,timesfm,xreg_static,2,-18,cabbage_net8kg_low,3
1231.0986361845776,944.9985843364478,15.979921153077262,0.7119865757412689,timesfm,xreg_static,2,-18,cabbage_net8kg_mid,3
2989.2409130593546,2819.7574686764788,21.980760708850525,1.7540327619902738,timesfm,xreg_static,2,-18,cabbage_net8kg_premium,3
4757.47111619289,4348.953965262744,13.471142680100515,0.9609015073738034,timesfm,xreg_static,2,-18,carrot_box20kg_high,3
2809.032310868707,2648.11792946935,17.30339060437667,0.7327565755687998,timesfm,xreg_static,2,-18,carrot_box20kg_low,3
4501.068778006489,3860.457988796514,14.755888865197777,0.9150354829514553,timesfm,xreg_static,2,-18,carrot_box20kg_mid,3
2804.3907963623365,2631.853480207461,17.591565784475364,0.6964687203837691,timesfm,xreg_static,2,-18,crown_daisy_box4kg_high,3
1419.0859848006992,1384.8378425605526,13.14652095684486,0.48400583511318723,timesfm,xreg_static,2,-18,crown_daisy_box4kg_low,3
2590.443061578768,2429.885906761534,18.52948090177802,0.7018292802225403,timesfm,xreg_static,2,-18,crown_daisy_box4kg_mid,3
19618.0405161339,17544.913706748503,19.294464625102567,1.3899013071245692,timesfm,xreg_static,2,-18,cucumber_bdadagi_ea100_high,3
13006.790997664499,11175.401733768658,19.18211254783563,1.5622047317690044,timesfm,xreg_static,2,-18,cucumber_bdadagi_ea100_low,3
